id,satisfaction,gender,customer_type,age,type_of_travel,class,flight_distance,seat_comfort,departure/arrival_time_convenient,food_and_drink,gate_location,inflight_wifi_service,inflight_entertainment,online_support,ease_of_online_booking,on-board_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_in_minutes,arrival_delay_in_minutes
115882,1,Female,Loyal Customer,48,Business travel,Business,442,3,3,3,3,3,5,4,5,5,5,5,2,5,2,0,0.0
115883,0,Female,disloyal Customer,36,Business travel,Eco,1837,3,0,3,2,4,3,4,4,5,2,3,1,1,4,0,0.0
115884,0,Female,Loyal Customer,16,Business travel,Business,1165,3,2,2,2,3,3,3,3,3,1,4,4,4,3,14,6.0
115885,0,Male,disloyal Customer,29,Business travel,Eco,1481,3,2,4,4,2,4,2,2,1,1,3,4,4,2,27,34.0
115886,1,Female,Loyal Customer,43,Business travel,Business,3594,3,3,3,3,2,5,1,3,3,3,3,4,3,1,109,102.0
115887,0,Female,disloyal Customer,37,Business travel,Eco,1916,2,4,2,4,3,2,3,3,1,4,4,1,4,3,0,0.0
115888,0,Male,disloyal Customer,80,Business travel,Eco,1822,2,0,2,4,5,2,5,5,1,2,5,5,4,5,0,0.0
115889,0,Female,disloyal Customer,37,Business travel,Eco,1578,4,0,4,5,3,4,3,3,2,2,5,2,5,3,0,0.0
115890,1,Female,Loyal Customer,51,Business travel,Business,3473,1,1,3,1,5,3,3,5,5,5,5,2,5,3,3,0.0
115891,1,Male,Loyal Customer,37,Business travel,Business,432,2,2,2,2,5,4,2,5,5,5,5,5,5,4,70,56.0
115892,1,Female,Loyal Customer,49,Business travel,Business,478,5,5,5,5,2,4,4,4,4,4,4,3,4,5,5,4.0
115893,1,Female,disloyal Customer,24,Business travel,Eco,2087,4,2,4,5,4,4,4,4,5,4,5,4,2,4,0,0.0
115894,1,Female,Loyal Customer,24,Business travel,Eco,1306,5,5,5,5,5,5,4,5,1,4,2,1,2,5,0,0.0
115895,0,Male,disloyal Customer,15,Business travel,Eco,1660,3,4,3,3,2,3,2,2,3,1,3,2,3,2,27,23.0
115896,1,Female,Loyal Customer,24,Business travel,Business,3997,0,0,0,3,3,3,3,3,2,3,1,5,2,3,0,0.0
115897,1,Male,Loyal Customer,43,Business travel,Business,321,2,2,3,2,1,3,5,4,4,4,4,1,4,5,77,73.0
115898,0,Male,Loyal Customer,23,Business travel,Business,5080,4,5,5,5,4,4,4,4,2,2,4,2,4,4,0,0.0
115899,1,Female,Loyal Customer,39,Business travel,Business,338,0,0,0,2,5,3,1,4,4,5,5,2,4,5,32,22.0
115900,0,Male,disloyal Customer,19,Business travel,Eco,1876,2,0,2,3,4,2,4,4,5,1,2,3,1,4,0,0.0
115901,1,Male,disloyal Customer,21,Business travel,Eco,1402,4,3,4,4,5,4,5,5,2,3,1,3,1,5,0,0.0
115902,0,Male,Loyal Customer,48,Business travel,Eco,2124,3,1,1,1,3,3,3,3,5,4,4,3,3,3,156,146.0
115903,0,Male,Loyal Customer,57,Business travel,Eco,1467,2,2,2,2,2,2,2,2,4,5,3,2,4,2,0,0.0
115904,1,Female,Loyal Customer,16,Business travel,Business,1576,3,3,3,3,4,4,4,4,1,3,2,2,3,4,2,0.0
115905,0,Female,Loyal Customer,54,Business travel,Eco,372,1,2,2,2,5,4,4,1,1,1,1,3,1,1,0,0.0
115906,0,Male,Loyal Customer,43,Business travel,Eco,1581,3,5,5,5,3,3,3,3,1,5,2,4,1,3,2,0.0
115907,0,Male,Loyal Customer,49,Business travel,Eco,2144,1,2,2,2,2,1,2,2,2,4,1,1,2,2,0,6.0
115908,1,Male,Loyal Customer,48,Business travel,Eco,1968,4,3,3,3,4,4,4,4,5,1,2,3,5,4,0,0.0
115909,0,Female,disloyal Customer,16,Business travel,Eco,1973,2,3,2,4,2,2,2,2,3,1,4,5,3,2,6,0.0
115910,0,Male,Loyal Customer,75,Business travel,Eco,1387,3,2,2,2,3,3,3,3,4,3,4,4,3,3,8,3.0
115911,0,Female,disloyal Customer,55,Business travel,Eco,1548,4,4,4,4,1,4,1,1,2,5,3,4,3,1,97,94.0
115912,0,Female,disloyal Customer,27,Business travel,Eco,1768,2,0,2,4,5,2,5,5,3,1,2,3,3,5,18,18.0
115913,0,Male,Loyal Customer,36,Business travel,Eco,1615,1,5,3,5,1,1,1,1,4,3,3,4,3,1,18,39.0
115914,0,Female,Loyal Customer,24,Business travel,Business,3082,2,2,2,2,2,2,2,2,3,2,3,3,4,2,123,121.0
115915,0,Female,disloyal Customer,37,Business travel,Eco,2382,2,0,2,3,1,2,1,1,2,1,2,1,5,1,1,0.0
115916,0,Female,disloyal Customer,43,Business travel,Eco,1895,4,2,4,3,1,4,3,1,2,5,3,2,3,1,35,23.0
115917,0,Male,disloyal Customer,37,Business travel,Eco,1787,1,3,1,5,1,1,1,1,3,5,4,5,2,1,0,0.0
115918,0,Male,disloyal Customer,30,Business travel,Eco,1309,1,3,1,4,5,1,5,5,2,5,4,4,3,5,0,0.0
115919,0,Female,Loyal Customer,22,Business travel,Eco,2083,2,2,2,2,2,3,2,2,2,2,3,4,3,2,14,8.0
115920,1,Male,Loyal Customer,47,Business travel,Eco,2278,4,2,2,2,4,4,4,4,5,3,4,4,2,4,0,0.0
115921,1,Male,Loyal Customer,36,Business travel,Business,342,0,0,0,5,4,4,1,3,3,3,3,1,3,4,0,0.0
115922,0,Female,disloyal Customer,36,Business travel,Eco,1290,4,0,4,4,1,4,1,1,3,4,4,5,1,1,0,0.0
115923,1,Male,Loyal Customer,63,Business travel,Business,3971,0,0,0,3,4,1,2,2,2,2,2,4,2,4,0,0.0
115924,1,Male,Loyal Customer,47,Business travel,Eco,1668,5,4,4,4,5,5,5,5,4,2,1,5,3,5,24,21.0
115925,0,Female,disloyal Customer,41,Business travel,Business,2016,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0
115926,0,Female,Loyal Customer,37,Business travel,Business,3106,4,2,2,2,2,3,4,4,4,4,4,1,4,2,53,55.0
115927,0,Male,disloyal Customer,54,Business travel,Eco,2073,2,3,3,4,5,3,4,5,3,1,4,1,4,5,0,0.0
115928,1,Male,Loyal Customer,49,Business travel,Business,332,2,2,2,2,2,1,5,5,5,5,5,1,5,4,6,2.0
115929,1,Male,Loyal Customer,49,Business travel,Eco,1544,5,2,3,3,3,5,3,3,2,4,1,2,3,3,34,30.0
115930,0,Female,disloyal Customer,23,Business travel,Eco,2285,1,1,1,1,4,1,4,4,3,3,2,2,2,4,0,0.0
115931,0,Male,Loyal Customer,39,Business travel,Business,425,2,2,5,5,1,3,3,2,2,2,2,1,2,1,3,0.0
115932,0,Male,Loyal Customer,37,Business travel,Business,3769,2,3,3,3,2,1,1,2,2,1,2,3,2,3,0,0.0
115933,1,Male,Loyal Customer,28,Business travel,Business,1179,4,4,4,4,4,4,4,4,3,5,3,2,4,4,0,0.0
115934,1,Female,Loyal Customer,77,Business travel,Business,2187,4,4,4,4,5,2,5,5,5,4,5,3,5,5,1,0.0
115935,0,Female,Loyal Customer,51,Business travel,Business,2239,3,2,2,2,3,4,4,3,3,3,3,1,3,3,0,0.0
115936,1,Female,Loyal Customer,46,Business travel,Business,383,2,2,2,2,2,5,4,4,4,4,4,1,4,4,0,3.0
115937,1,Male,disloyal Customer,23,Business travel,Eco,1928,0,2,0,3,3,0,3,3,5,2,1,4,3,3,0,0.0
115938,1,Male,Loyal Customer,23,Business travel,Business,4319,3,3,5,3,4,4,4,4,1,4,3,4,2,4,13,5.0
115939,0,Male,Loyal Customer,57,Business travel,Business,2625,3,2,2,2,2,4,3,3,3,2,3,1,3,1,0,0.0
115940,0,Male,disloyal Customer,24,Business travel,Eco,1871,2,1,2,3,3,2,4,3,1,1,4,1,4,3,0,6.0
115941,1,Male,Loyal Customer,41,Personal Travel,Eco,1256,4,4,4,4,5,4,5,5,5,5,5,3,5,5,39,33.0
115942,1,Female,Loyal Customer,42,Personal Travel,Eco,327,4,4,4,4,2,4,5,5,5,4,5,3,5,5,4,0.0
115943,1,Female,Loyal Customer,55,Personal Travel,Eco,360,5,5,3,3,4,4,4,3,3,3,3,5,3,4,9,0.0
115944,1,Female,Loyal Customer,69,Personal Travel,Eco,338,4,4,3,4,2,4,2,2,2,2,2,3,2,1,0,8.0
115945,1,Male,Loyal Customer,10,Personal Travel,Eco,2130,4,4,4,2,5,4,5,5,4,5,4,4,4,5,0,0.0
115946,1,Female,Loyal Customer,23,Personal Travel,Eco,1563,5,5,5,5,5,4,2,5,5,5,5,2,5,2,18,13.0
115947,1,Male,Loyal Customer,12,Personal Travel,Eco,1789,5,5,2,3,3,2,5,3,4,3,2,3,5,3,102,93.0
115948,1,Female,Loyal Customer,17,Personal Travel,Eco,2285,3,3,1,3,3,4,5,4,4,5,4,4,4,5,18,11.0
115949,0,Male,Loyal Customer,45,Personal Travel,Eco,2169,2,4,2,5,3,2,3,3,5,2,5,4,4,3,0,0.0
115950,1,Female,Loyal Customer,32,Personal Travel,Eco,2471,5,4,5,3,2,4,5,2,2,5,2,5,2,5,0,0.0
115951,1,Female,Loyal Customer,26,Personal Travel,Eco,1599,2,2,2,2,5,5,5,4,4,4,4,3,4,3,16,13.0
115952,0,Male,Loyal Customer,39,Personal Travel,Eco,1221,1,5,1,4,5,1,5,5,5,5,5,4,4,5,0,0.0
115953,0,Male,Loyal Customer,40,Personal Travel,Eco,1365,3,5,3,3,5,3,5,5,3,4,5,4,4,5,0,0.0
115954,1,Female,Loyal Customer,48,Personal Travel,Eco,366,4,5,4,3,3,5,5,1,1,4,1,1,1,2,0,0.0
115955,1,Male,Loyal Customer,30,Personal Travel,Eco,1695,0,5,0,1,2,0,3,2,3,5,4,5,4,2,0,0.0
115956,0,Male,Loyal Customer,59,Personal Travel,Eco,1479,2,3,2,3,3,2,3,3,3,4,4,5,2,3,0,0.0
115957,0,Male,Loyal Customer,14,Personal Travel,Eco,1489,4,1,4,3,5,4,5,5,1,3,4,1,4,5,7,0.0
115958,0,Male,Loyal Customer,23,Personal Travel,Eco,1259,3,3,1,4,2,1,2,2,1,3,4,2,3,2,69,65.0
115959,1,Male,Loyal Customer,16,Personal Travel,Eco,1483,5,4,5,5,5,5,2,5,5,5,5,4,4,5,0,8.0
115960,1,Female,Loyal Customer,12,Personal Travel,Eco,1755,5,5,5,5,3,4,4,4,4,4,4,3,4,5,2,0.0
115961,1,Female,Loyal Customer,48,Personal Travel,Eco,356,1,1,2,1,5,5,4,4,4,4,4,3,4,5,1,0.0
115962,0,Male,Loyal Customer,46,Personal Travel,Eco,1685,2,4,2,4,5,2,5,5,3,2,5,4,4,5,112,109.0
115963,1,Female,Loyal Customer,40,Personal Travel,Eco,1518,5,5,5,5,3,3,5,4,4,4,4,2,4,2,2,0.0
115964,0,Male,Loyal Customer,36,Personal Travel,Eco,1733,3,4,3,3,2,3,2,2,4,2,5,5,5,2,0,0.0
115965,0,Male,Loyal Customer,11,Personal Travel,Eco,1685,2,5,2,3,2,2,2,2,5,5,5,4,5,2,0,0.0
115966,1,Male,Loyal Customer,22,Personal Travel,Eco,1625,5,2,5,3,1,5,1,1,3,2,4,4,4,1,11,11.0
115967,1,Female,Loyal Customer,42,Personal Travel,Eco,338,4,4,4,4,2,4,5,4,4,4,4,3,4,4,0,0.0
115968,1,Female,Loyal Customer,20,Personal Travel,Eco,2209,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0
115969,0,Female,Loyal Customer,64,Personal Travel,Eco,415,4,0,4,2,4,4,4,1,1,4,1,3,1,5,0,0.0
115970,1,Female,Loyal Customer,22,Personal Travel,Eco,1436,4,4,1,4,2,1,2,2,1,3,3,2,3,2,17,12.0
115971,0,Male,Loyal Customer,67,Personal Travel,Eco,1824,4,4,4,1,2,4,3,2,3,4,4,5,4,2,7,0.0
115972,1,Female,Loyal Customer,21,Personal Travel,Eco,1272,4,4,4,4,4,4,4,3,3,3,3,4,3,4,34,19.0
115973,1,Female,Loyal Customer,50,Personal Travel,Eco,387,4,4,4,4,4,4,4,4,4,5,4,3,4,4,2,7.0
115974,1,Female,Loyal Customer,68,Personal Travel,Eco,385,5,4,1,4,5,5,5,5,1,4,4,5,3,5,11,0.0
115975,0,Male,Loyal Customer,17,Personal Travel,Eco,1899,4,5,4,5,5,4,5,5,5,2,2,3,4,5,0,4.0
115976,1,Female,Loyal Customer,19,Personal Travel,Eco,2074,4,2,2,2,4,4,3,4,4,2,5,4,1,4,0,0.0
115977,0,Male,Loyal Customer,68,Personal Travel,Eco,1400,2,4,2,3,5,2,1,5,3,2,5,4,5,5,1,0.0
115978,0,Male,Loyal Customer,19,Personal Travel,Eco,1360,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92.0
115979,1,Female,Loyal Customer,11,Personal Travel,Eco,1079,3,3,3,3,2,4,5,5,5,4,5,2,5,1,35,24.0
115980,1,Female,Loyal Customer,12,Personal Travel,Eco,1913,5,5,5,1,5,5,5,5,4,5,5,4,2,5,17,22.0
115981,1,Male,Loyal Customer,30,Personal Travel,Eco,2005,5,3,5,4,5,5,5,5,2,3,4,4,4,5,12,3.0
115982,0,Male,Loyal Customer,67,Personal Travel,Eco,1655,4,5,2,2,5,2,5,5,5,3,5,3,4,5,74,66.0
115983,1,Female,Loyal Customer,29,Personal Travel,Eco,1866,5,3,5,2,5,5,5,5,5,3,5,4,5,5,0,0.0
115984,0,Male,Loyal Customer,33,Personal Travel,Eco,1736,3,2,3,2,3,3,3,3,1,4,1,2,2,3,0,0.0
115985,0,Female,Loyal Customer,18,Personal Travel,Eco,1953,4,2,4,3,1,4,1,1,4,2,4,3,4,1,20,1.0
115986,1,Female,Loyal Customer,66,Personal Travel,Eco,357,4,4,4,4,2,4,4,4,4,4,4,5,4,4,76,72.0
115987,1,Female,Loyal Customer,55,Personal Travel,Eco,453,4,4,4,1,5,5,5,5,5,4,3,5,5,4,43,42.0
115988,0,Male,Loyal Customer,70,Personal Travel,Eco,1129,2,4,2,3,2,2,2,2,1,1,3,2,4,2,3,0.0
115989,1,Female,Loyal Customer,26,Personal Travel,Eco,1730,4,5,4,3,1,4,1,1,1,5,2,2,2,1,7,8.0
115990,0,Female,Loyal Customer,28,Personal Travel,Eco,1852,3,5,3,4,3,3,3,3,5,5,4,4,5,3,31,24.0
115991,0,Male,Loyal Customer,47,Personal Travel,Eco,2259,4,3,4,4,1,4,1,1,2,4,5,1,2,1,0,4.0
115992,1,Female,Loyal Customer,15,Personal Travel,Eco,1434,0,4,0,3,2,0,2,2,2,4,1,3,3,2,11,3.0
115993,0,Male,Loyal Customer,36,Personal Travel,Eco,1487,1,2,1,4,1,1,1,1,2,1,4,2,4,1,1,0.0
115994,0,Male,Loyal Customer,33,Personal Travel,Eco,1605,2,4,2,3,3,2,2,3,3,4,5,5,4,3,7,5.0
115995,0,Male,Loyal Customer,41,Personal Travel,Eco,1410,1,2,1,4,4,1,1,4,3,2,2,4,3,4,28,29.0
115996,0,Male,Loyal Customer,10,Personal Travel,Eco,1352,2,5,2,4,4,2,4,4,5,5,3,2,3,4,76,82.0
115997,1,Male,Loyal Customer,24,Personal Travel,Eco,1754,4,5,4,1,3,4,3,3,2,1,4,5,3,3,37,30.0
115998,1,Female,Loyal Customer,41,Personal Travel,Eco,1364,4,1,5,5,2,2,3,4,4,4,4,5,4,4,0,14.0
115999,0,Male,Loyal Customer,35,Personal Travel,Eco,1658,1,4,1,1,1,1,1,1,4,4,5,5,5,1,0,1.0
116000,1,Female,Loyal Customer,26,Personal Travel,Eco,1477,2,2,2,2,2,5,4,4,4,5,4,5,4,4,17,1.0
116001,1,Female,Loyal Customer,58,Personal Travel,Eco,373,5,5,5,5,5,2,5,5,5,5,5,5,5,3,12,6.0
116002,1,Female,Loyal Customer,58,Personal Travel,Eco,488,4,4,4,4,2,4,5,5,5,5,5,3,5,4,0,0.0
116003,0,Male,Loyal Customer,47,Personal Travel,Eco,1945,3,5,3,2,2,3,2,2,3,5,5,3,5,2,4,1.0
116004,0,Male,Loyal Customer,68,Personal Travel,Eco,2045,3,4,3,3,5,3,5,5,2,4,3,4,4,5,7,6.0
116005,0,Male,Loyal Customer,51,Personal Travel,Eco,1850,3,4,3,5,2,3,2,2,4,5,4,3,5,2,0,0.0
116006,1,Female,Loyal Customer,64,Personal Travel,Eco,454,5,5,5,2,5,5,5,5,5,5,5,4,5,5,10,0.0
116007,0,Male,Loyal Customer,43,Personal Travel,Eco,1949,1,2,1,1,5,1,5,5,3,2,3,3,5,5,0,0.0
116008,0,Female,Loyal Customer,28,Personal Travel,Eco,1770,4,3,4,2,3,4,3,3,2,1,3,3,5,3,38,22.0
116009,1,Female,Loyal Customer,47,Personal Travel,Eco,362,5,3,5,3,5,3,3,2,5,3,2,3,4,3,2,0.0
116010,0,Male,Loyal Customer,37,Personal Travel,Eco,1865,2,5,2,3,5,2,5,5,4,2,3,3,4,5,8,0.0
116011,0,Male,Loyal Customer,53,Personal Travel,Eco,1708,3,5,3,3,1,3,1,1,4,2,5,5,4,1,0,0.0
116012,0,Male,Loyal Customer,43,Personal Travel,Eco,1676,3,4,3,4,2,3,3,2,2,5,3,2,4,2,0,0.0
116013,1,Female,Loyal Customer,45,Personal Travel,Eco,340,2,2,2,2,5,4,4,4,4,5,4,5,4,3,4,0.0
116014,1,Female,Loyal Customer,30,Personal Travel,Eco,1183,5,1,1,1,5,5,5,5,1,3,4,3,1,5,14,16.0
116015,1,Male,Loyal Customer,60,Personal Travel,Eco,1600,4,5,5,4,2,5,2,2,3,2,4,5,5,2,0,0.0
116016,1,Female,Loyal Customer,70,Personal Travel,Eco,341,5,5,5,5,5,5,5,3,3,3,5,5,4,5,47,47.0
116017,1,Female,Loyal Customer,65,Personal Travel,Eco,459,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0.0
116018,0,Male,Loyal Customer,7,Personal Travel,Eco,1290,2,5,2,5,5,2,5,5,5,4,4,5,4,5,0,0.0
116019,1,Female,Loyal Customer,12,Personal Travel,Eco,1856,2,2,2,2,4,5,4,5,5,5,5,3,5,4,7,0.0
116020,0,Male,Loyal Customer,7,Personal Travel,Eco,1726,4,5,4,5,2,4,2,2,4,3,4,5,5,2,0,0.0
116021,1,Female,Loyal Customer,48,Personal Travel,Eco,355,4,3,4,4,2,4,3,2,2,4,2,4,2,3,3,0.0
116022,1,Female,Loyal Customer,10,Personal Travel,Eco,1362,4,4,4,3,3,4,3,3,3,3,5,5,4,3,0,0.0
116023,0,Male,Loyal Customer,45,Personal Travel,Eco,1532,3,3,3,3,4,3,4,4,5,5,1,3,3,4,0,0.0
116024,1,Female,Loyal Customer,67,Personal Travel,Eco,420,5,5,5,1,3,5,4,5,5,5,5,3,5,4,23,16.0
116025,1,Female,Loyal Customer,27,Personal Travel,Eco,1557,5,3,5,5,1,5,1,4,4,4,4,3,4,3,32,27.0
116026,1,Female,Loyal Customer,9,Personal Travel,Eco,1769,4,3,4,3,5,4,5,5,3,1,4,4,4,5,49,38.0
116027,0,Male,Loyal Customer,64,Personal Travel,Eco,1629,2,4,2,1,5,2,4,5,4,1,5,3,5,5,0,0.0
116028,0,Male,Loyal Customer,52,Personal Travel,Eco,1724,2,4,2,3,1,2,1,1,3,2,3,3,4,1,54,40.0
116029,1,Female,Loyal Customer,44,Personal Travel,Eco,360,1,1,1,1,4,4,4,4,4,4,5,4,4,4,25,18.0
116030,0,Male,Loyal Customer,70,Personal Travel,Eco,2049,1,3,1,4,2,1,2,2,1,5,4,1,3,2,6,1.0
116031,1,Female,Loyal Customer,38,Personal Travel,Eco,1017,3,3,3,3,3,5,4,3,3,3,3,5,3,5,10,4.0
116032,1,Female,Loyal Customer,45,Personal Travel,Eco,440,0,4,0,2,3,2,5,4,4,0,4,3,4,4,0,0.0
116033,1,Female,Loyal Customer,11,Personal Travel,Eco,1560,3,3,3,3,4,2,3,4,4,4,4,4,4,1,0,0.0
116034,0,Female,Loyal Customer,15,Personal Travel,Eco,1700,4,5,2,1,1,2,1,1,3,4,4,4,4,1,15,14.0
116035,0,Female,Loyal Customer,32,Personal Travel,Eco,2395,2,5,2,4,2,2,2,2,5,5,3,3,2,2,130,131.0
116036,1,Female,Loyal Customer,49,Personal Travel,Eco,492,4,1,4,1,2,2,1,2,2,4,2,3,2,1,2,0.0
116037,0,Male,Loyal Customer,24,Personal Travel,Eco,1693,1,5,1,2,5,1,5,5,3,3,2,4,1,5,0,0.0
116038,1,Female,Loyal Customer,41,Personal Travel,Eco,2050,5,5,5,5,5,5,5,5,5,5,5,3,5,4,1,2.0
116039,0,Male,Loyal Customer,29,Personal Travel,Eco,1204,2,5,2,4,5,2,5,5,2,2,1,3,4,5,0,0.0
116040,1,Male,Loyal Customer,29,Personal Travel,Eco,1644,4,5,4,2,5,4,5,5,3,2,5,4,4,5,0,0.0
116041,0,Male,Loyal Customer,69,Personal Travel,Eco,1943,2,0,2,1,3,2,3,3,3,2,5,4,4,3,57,48.0
116042,0,Male,Loyal Customer,48,Personal Travel,Eco,1700,3,4,5,2,1,5,1,1,4,4,5,5,5,1,0,0.0
116043,1,Female,Loyal Customer,30,Personal Travel,Eco,1442,3,3,3,3,5,5,5,5,1,2,5,1,4,5,37,24.0
116044,0,Male,Loyal Customer,28,Personal Travel,Eco,1619,2,5,5,1,1,5,2,1,4,2,3,3,2,1,49,30.0
116045,0,Male,Loyal Customer,67,Personal Travel,Eco,1216,2,4,2,3,5,2,3,5,4,4,2,1,1,5,0,0.0
116046,1,Female,Loyal Customer,28,Personal Travel,Eco,1844,0,2,0,3,4,0,4,4,2,5,4,3,3,4,1,0.0
116047,0,Male,Loyal Customer,9,Personal Travel,Eco,1363,3,3,3,4,3,3,3,3,4,1,3,4,3,3,10,2.0
116048,0,Male,Loyal Customer,41,Personal Travel,Eco,1889,3,4,3,4,3,3,3,3,3,2,4,3,5,3,0,0.0
116049,0,Male,Loyal Customer,32,Personal Travel,Eco,1130,2,4,2,3,4,2,4,4,4,4,4,3,4,4,0,4.0
116050,0,Male,Loyal Customer,39,Personal Travel,Eco,1822,3,5,3,3,4,3,4,4,3,2,5,4,4,4,0,0.0
116051,1,Female,Loyal Customer,7,Personal Travel,Eco,1463,0,3,0,2,4,1,1,5,5,2,2,5,5,2,0,0.0
116052,1,Female,Loyal Customer,31,Personal Travel,Eco,1599,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0.0
116053,1,Female,Loyal Customer,40,Personal Travel,Eco,1933,4,4,4,4,3,3,3,3,3,5,4,5,4,3,17,12.0
116054,0,Male,Loyal Customer,64,Personal Travel,Eco,2097,3,4,3,4,4,3,4,4,3,4,4,4,4,4,11,7.0
116055,1,Female,Loyal Customer,36,Personal Travel,Eco,2425,3,3,2,3,5,5,5,5,3,2,4,4,5,5,6,12.0
116056,1,Female,Loyal Customer,19,Personal Travel,Eco,1705,4,5,4,4,2,4,1,2,4,2,4,3,4,2,8,4.0
116057,1,Female,Loyal Customer,70,Personal Travel,Eco,382,5,3,5,2,5,2,3,2,2,5,2,1,2,2,11,7.0
116058,1,Female,Loyal Customer,14,Personal Travel,Eco,1373,2,2,2,2,5,4,5,4,4,4,4,4,4,4,1,2.0
116059,0,Female,Loyal Customer,22,Personal Travel,Eco,1625,3,5,3,4,3,3,3,3,5,4,5,5,4,3,0,0.0
116060,0,Male,Loyal Customer,43,Personal Travel,Eco,1607,3,4,3,2,4,3,4,4,5,5,4,5,5,4,0,0.0
116061,1,Female,Loyal Customer,14,Personal Travel,Eco,2156,3,3,3,3,2,3,4,5,5,5,5,4,5,5,0,0.0
116062,0,Female,Loyal Customer,70,Personal Travel,Eco,418,3,5,4,5,4,3,2,5,5,4,1,5,5,1,9,2.0
116063,0,Male,Loyal Customer,50,Personal Travel,Eco,1802,3,3,3,5,1,3,1,1,2,5,5,5,4,1,0,2.0
116064,0,Female,Loyal Customer,10,Personal Travel,Eco,1250,4,3,4,3,2,4,2,2,2,1,4,2,3,2,30,37.0
116065,0,Male,Loyal Customer,52,Personal Travel,Eco,1420,2,3,2,1,2,2,2,2,3,4,4,4,3,2,0,0.0
116066,0,Male,Loyal Customer,9,Personal Travel,Eco,1400,2,1,5,3,2,5,2,2,2,3,3,1,4,2,8,2.0
116067,0,Male,Loyal Customer,61,Personal Travel,Eco,1877,2,5,2,2,1,2,1,1,4,3,2,5,5,1,5,1.0
116068,0,Male,Loyal Customer,10,Personal Travel,Eco,1280,3,1,3,3,2,3,3,2,3,1,4,2,3,2,21,19.0
116069,0,Female,Loyal Customer,14,Personal Travel,Eco,2117,4,5,4,3,4,4,5,4,4,5,4,3,4,4,55,52.0
116070,0,Male,Loyal Customer,66,Personal Travel,Eco,1503,2,1,2,3,4,2,4,4,3,1,2,1,2,4,0,0.0
116071,0,Female,Loyal Customer,57,Personal Travel,Eco,358,4,5,4,3,3,5,2,1,1,4,1,2,1,3,4,0.0
116072,1,Female,Loyal Customer,61,Personal Travel,Eco,388,3,3,4,3,4,5,4,4,4,4,4,3,4,5,15,8.0
116073,0,Male,Loyal Customer,66,Personal Travel,Eco,1335,1,4,1,4,4,1,4,4,3,5,5,3,4,4,8,13.0
116074,1,Female,Loyal Customer,28,Personal Travel,Eco,1332,2,2,5,2,4,5,4,5,5,5,5,4,5,3,0,0.0
116075,0,Male,Loyal Customer,31,Personal Travel,Eco,1709,2,3,2,3,1,2,1,1,1,1,4,3,4,1,11,11.0
116076,0,Male,Loyal Customer,25,Personal Travel,Eco,1299,2,3,2,3,4,2,4,4,5,1,1,5,2,4,0,0.0
116077,1,Female,Loyal Customer,38,Personal Travel,Eco,1621,4,4,4,4,4,5,4,3,3,3,3,3,3,5,10,3.0
116078,0,Male,Loyal Customer,42,Personal Travel,Eco,1535,3,5,3,1,3,3,3,3,5,5,4,3,5,3,19,18.0
116079,0,Female,Loyal Customer,63,Personal Travel,Eco,507,4,3,4,2,4,1,3,2,2,4,4,2,2,4,11,11.0
116080,1,Female,Loyal Customer,33,Personal Travel,Eco,1273,1,1,1,1,4,4,4,2,2,2,2,3,2,4,20,19.0
116081,1,Female,Loyal Customer,55,Personal Travel,Eco,386,0,2,0,4,1,2,4,3,3,2,3,2,3,2,30,25.0
116082,0,Male,Loyal Customer,55,Personal Travel,Eco,2041,2,0,2,4,1,2,1,1,4,3,1,1,1,1,27,22.0
116083,0,Male,Loyal Customer,14,Personal Travel,Eco,2279,4,3,4,4,3,4,3,3,4,4,4,1,4,3,0,0.0
116084,0,Male,Loyal Customer,32,Personal Travel,Eco,1748,2,5,2,3,5,2,5,5,5,4,5,4,5,5,6,0.0
116085,0,Male,Loyal Customer,14,Personal Travel,Eco,2343,2,4,2,4,4,2,4,4,4,4,2,5,2,4,0,0.0
116086,0,Male,Loyal Customer,30,Personal Travel,Eco,1666,3,4,3,4,1,3,1,1,1,5,2,1,3,1,0,0.0
116087,0,Male,Loyal Customer,37,Personal Travel,Eco,1527,3,5,3,5,3,3,3,3,3,2,4,3,5,3,10,0.0
116088,0,Male,Loyal Customer,15,Personal Travel,Eco,1677,2,4,2,2,1,2,1,1,4,4,5,4,4,1,52,38.0
116089,1,Female,Loyal Customer,40,Personal Travel,Eco,1309,3,3,3,3,2,5,5,3,3,4,3,4,3,4,0,0.0
116090,0,Male,Loyal Customer,10,Personal Travel,Eco,1692,3,4,3,3,3,3,1,3,4,5,5,5,4,3,0,0.0
116091,1,Female,Loyal Customer,13,Personal Travel,Eco,1294,5,5,5,5,2,5,5,3,3,3,3,5,3,5,26,18.0
116092,1,Female,Loyal Customer,19,Personal Travel,Eco,1986,5,5,5,5,3,4,4,1,1,2,1,4,1,5,0,0.0
116093,0,Female,Loyal Customer,55,Personal Travel,Eco,351,4,4,4,3,2,3,3,4,4,4,4,4,4,3,0,0.0
